sentence_id,dialect,sentence,tokens,pos_tags,token_count
119,Beirut,تمام. عمول معروف خلي هالعلامة و قدما بس بدك تجي تاخدا.,تمام . عمول معروف خلي هالعلامة و قدما بس بدك تجي تاخدا .,noun punc verb noun verb noun conj verb adv verb verb verb punc,13
120,Beirut,كنت بشتري هيدا إذا أنا كنت محلك.,كنت بشتري هيدا إذا أنا كنت محلك .,verb verb pron_dem conj_sub pron verb noun punc,8
122,Beirut,متين دولار . نقدي أو بالبطاقة؟,متين دولار . نقدي أو بالبطاقة ؟,noun noun punc adj conj noun punc,7
125,Beirut,أدي طول الحمولة فوق هيدي البركة؟,أدي طول الحمولة فوق هيدي البركة ؟,adv_interrog noun noun noun pron_dem noun punc,7
128,Beirut,لازم إتجنب أي نوع من الأكل أنا و عمباخد هالدوا؟,لازم إتجنب أي نوع من الأكل أنا و عمباخد هالدوا ؟,verb verb part noun prep noun pron conj verb noun punc,11
129,Beirut,رح يكون في شي صعوبات مع الجمارك؟,رح يكون في شي صعوبات مع الجمارك ؟,part_fut verb prep noun noun prep noun punc,8
130,Beirut,عندك صبابط رسمي تبع الأصابيع العراض؟,عندك صبابط رسمي تبع الأصابيع العراض ؟,prep noun adj prep noun adj punc,7
131,Beirut,فيي أخد شوية نبيد أحمر؟,فيي أخد شوية نبيد أحمر ؟,verb verb noun noun adj punc,6
133,Beirut,قلي بس نوصل عالمتحف .,قلي بس نوصل عالمتحف .,verb conj_sub verb noun punc,5
134,Beirut,هالباص بيروح عأوتيل الشيراتون؟,هالباص بيروح عأوتيل الشيراتون ؟,noun verb noun noun_prop punc,5
135,Beirut,لشو بيصير هيدا؟,لشو بيصير هيدا ؟,part_interrog verb pron_dem punc,4
136,Beirut,في شوية شوب. فيي إفتح الشباك؟,في شوية شوب . فيي إفتح الشباك ؟,prep noun noun punc verb verb noun punc,8
138,Beirut,بس دوش تمام .,بس دوش تمام .,adv noun noun punc,4
139,Beirut,عينيي مدممين.,عينيي مدممين .,noun adj punc,3
140,Beirut,لاء . بد هيك فيي إقترح أوضة بتختين لإستخدام شخص؟ عنا واحدة.,لاء . بد هيك فيي إقترح أوضة بتختين لإستخدام شخص ؟ عنا واحدة .,part_neg punc verb adv verb verb noun noun noun noun punc prep adj punc,14
142,Beirut,ما فيي أضمن هيدا، بس رح نعمل جهدنا.,ما فيي أضمن هيدا ، بس رح نعمل جهدنا .,part_neg verb verb pron_dem punc conj part_fut verb noun punc,10
143,Beirut,بدي كيرلي ضيق، إذا بتريد.,بدي كيرلي ضيق ، إذا بتريد .,verb noun adj punc conj_sub verb punc,7
144,Beirut,البحر نشاف أقل لتحت بكتير.,البحر نشاف أقل لتحت بكتير .,noun verb adj_comp noun adj punc,6
145,Beirut,بدا بيرة .,بدا بيرة .,verb noun punc,3
146,Beirut,لازمك عملية.,لازمك عملية .,verb noun punc,3
147,Beirut,زيادة بيض، عمول معروف.,زيادة بيض ، عمول معروف .,noun noun punc verb noun punc,6
148,Beirut,وين محطة الباص للسنترال بارك؟,وين محطة الباص للسنترال بارك ؟,adv_interrog noun noun noun_prop noun_prop punc,6
149,Beirut,عربيات تاكسي؟,عربيات تاكسي ؟,noun noun punc,3
151,Beirut,هيدا مفتاحك، إستاذ. أوضة ستة و خمسين تنعش.,هيدا مفتاحك ، إستاذ . أوضة ستة و خمسين تنعش .,pron_dem noun punc noun punc noun noun_num conj noun_num noun_num punc,11
153,Beirut,بحب كنزتك.,بحب كنزتك .,verb noun punc,3
154,Beirut,تفضل.,تفضل .,verb punc,2
155,Beirut,نحنا هون . هيدا هوي الأوتيل تبعك.,نحنا هون . هيدا هوي الأوتيل تبعك .,pron adv punc pron_dem pron noun prep punc,8
156,Beirut,أمتين بيبلش ماتش الباسكيت؟,أمتين بيبلش ماتش الباسكيت ؟,adv_interrog verb noun noun punc,5
157,Beirut,صباحو . كيفك؟,صباحو . كيفك ؟,noun punc adv_interrog punc,4
158,Beirut,للأسف محتاج اشوف أي اثبات شخصية.,للأسف محتاج اشوف أي اثبات شخصية .,noun adj verb noun_quant noun noun punc,7
159,Beirut,شو كان إنطباعك؟,شو كان إنطباعك ؟,part_interrog verb noun punc,4
160,Beirut,أكيد. بتحب قهوتك مع عشاك أو بعدان؟,أكيد . بتحب قهوتك مع عشاك أو بعدان ؟,adj punc verb noun prep noun conj adv punc,9
161,Beirut,أخد الرحلة تنعش لطوكيو .,أخد الرحلة تنعش لطوكيو .,verb noun noun_num noun_prop punc,5
162,Beirut,بدي تلفن لمحل بعيد، عمول معروف.,بدي تلفن لمحل بعيد ، عمول معروف .,verb verb noun adj punc verb noun punc,8
0,Cairo,هو في اخر القاعة . أنا حأجيبلك شويه دلوقتي . لو محتاج حاجة تانية، قولي.,هو في اخر القاعة . أنا حأجيبلك شويه دلوقتي . لو محتاج حاجة تانية ، قولي .,pron prep adj_comp noun punc pron verb noun adv punc conj_sub adj noun adj punc verb punc,17
2,Cairo,بتعمل تبديلات؟,بتعمل تبديلات ؟,verb noun punc,3
4,Cairo,عايزين ترابيزة جنب الشباك .,عايزين ترابيزة جنب الشباك .,adj noun noun noun punc,5
5,Cairo,ده قدامك هناك، يادوبك قدام مكتب استعلامات السياحة .,ده قدامك هناك ، يادوبك قدام مكتب استعلامات السياحة .,pron_dem prep adv punc adv prep noun noun noun punc,10
9,Cairo,عمري ما سمعت عن العنوان ده هنا .,عمري ما سمعت عن العنوان ده هنا .,noun part_neg verb prep noun pron_dem adv punc,8
11,Cairo,أمشي علطول لحد ما تلقي صيدلية.,أمشي علطول لحد ما تلقي صيدلية .,verb adv conj_sub conj_sub verb noun punc,7
12,Cairo,ايه اجدد لون في الموسم ده؟,ايه اجدد لون في الموسم ده ؟,pron_interrog adj_comp noun prep noun pron_dem punc,7
14,Cairo,في الحالة بتاعتي، بيبقى عادة شغل، وقليل جدا ترفيه.,في الحالة بتاعتي ، بيبقى عادة شغل ، وقليل جدا ترفيه .,prep noun prep punc verb adv noun punc adj adv noun punc,12
15,Cairo,هقعد يومين .,هقعد يومين .,verb noun punc,3
16,Cairo,انا عايز اعمل كيرلي جامد.,انا عايز اعمل كيرلي جامد .,pron adj verb noun adj punc,6
17,Cairo,عايز احجز اوضتين بسريرين .,عايز احجز اوضتين بسريرين .,adj verb noun noun punc,5
18,Cairo,انا مش عايزه منزوع.,انا مش عايزه منزوع .,pron part_neg adj adj punc,5
19,Cairo,الأوتوبيس ده حيقف في شارع ستونر؟,الأوتوبيس ده حيقف في شارع ستونر ؟,noun pron_dem verb prep noun noun_prop punc,7
24,Cairo,من فضلك افتح بقك جامد.,من فضلك افتح بقك جامد .,prep noun verb noun adv punc,6
26,Cairo,بكام الفطار؟,بكام الفطار ؟,adv_interrog noun punc,3
27,Cairo,ازاي أقدر اساعدك؟,ازاي أقدر اساعدك ؟,adv_interrog verb verb punc,4
29,Cairo,خلينا ناكل لقمة.,خلينا ناكل لقمة .,verb verb noun punc,4
30,Cairo,احود شمال عند الناصية التالته.,احود شمال عند الناصية التالته .,verb adv prep noun adj punc,6
31,Cairo,ممكن تنضف الهدوم ديه؟,ممكن تنضف الهدوم ديه ؟,adj verb noun pron_dem punc,5
37,Cairo,انا اديتك تليفونه و عنوانه.,انا اديتك تليفونه و عنوانه .,pron verb noun conj noun punc,6
38,Cairo,انا دفعت مقدما حساب الفندق و الاكل.,انا دفعت مقدما حساب الفندق و الاكل .,pron verb adv noun noun conj noun punc,8
40,Cairo,بأدور على حاتي كويس ويكون هادي. ممكن توريني مكانهم عالخريطة دي؟,بأدور على حاتي كويس ويكون هادي . ممكن توريني مكانهم عالخريطة دي ؟,verb prep noun adj verb adj punc adj verb noun noun pron_dem punc,13
42,Cairo,اللي تكسره، تشتريته.,اللي تكسره ، تشتريته .,pron_rel verb punc verb punc,5
46,Cairo,حأبلغها تكلمك اول ما ترجع.,حأبلغها تكلمك اول ما ترجع .,verb verb noun conj_sub verb punc,6
50,Cairo,تحب كريمة و سكر في قهوتك؟,تحب كريمة و سكر في قهوتك ؟,verb noun conj noun prep noun punc,7
51,Cairo,هي متعورة جامد.,هي متعورة جامد .,pron adj adv punc,4
52,Cairo,عاوز ولاعة.,عاوز ولاعة .,adj noun punc,3
53,Cairo,فيه في الفندق ده تجهيزات للمؤتمرات؟,فيه في الفندق ده تجهيزات للمؤتمرات ؟,prep prep noun pron_dem noun noun punc,7
56,Cairo,حيكون كويس لو اخدنا وجبة خفيفة؟,حيكون كويس لو اخدنا وجبة خفيفة ؟,verb adj conj_sub verb noun adj punc,7
57,Cairo,انا بأكلمك من المطار . حأكون هناك حوالي اربعه.,انا بأكلمك من المطار . حأكون هناك حوالي اربعه .,pron verb prep noun punc verb adv noun_quant noun_num punc,10
62,Cairo,من فين أقدر أروح لشيكاجو؟,من فين أقدر أروح لشيكاجو ؟,prep adv_interrog verb verb noun_prop punc,6
63,Cairo,بكام أقدر ابعت جواب مسجل لفرنسا؟,بكام أقدر ابعت جواب مسجل لفرنسا ؟,adv_interrog verb verb noun adj noun_prop punc,7
64,Cairo,ممكن تصرفلي شيك بميتين دولار؟,ممكن تصرفلي شيك بميتين دولار ؟,adj verb noun noun_num noun punc,6
68,Cairo,ده فعلا مختلف ان الواحد يسوق على جنب الشارع اليمين.,ده فعلا مختلف ان الواحد يسوق على جنب الشارع اليمين .,pron_dem adv adj conj_sub noun verb prep noun noun noun punc,11
69,Cairo,الممثل ده حقيقي رائع.,الممثل ده حقيقي رائع .,noun pron_dem adj adj punc,5
72,Cairo,فين قسم الكتب اللي مش خياليه بتاعك؟,فين قسم الكتب اللي مش خياليه بتاعك ؟,adv_interrog noun noun pron_rel part_neg adj noun punc,8
74,Cairo,لو لازم يظهر، لو سمحت كلمني .,لو لازم يظهر ، لو سمحت كلمني .,conj_sub verb verb punc conj_sub verb verb punc,8
78,Cairo,ممكن لو سمحت تغير الكرسي بتاعي؟,ممكن لو سمحت تغير الكرسي بتاعي ؟,adj conj_sub verb verb noun prep punc,7
79,Cairo,فيه ضمان؟,فيه ضمان ؟,part noun punc,3
83,Cairo,أسف، انا حأخد بالي من الكلب.,أسف ، انا حأخد بالي من الكلب .,verb punc pron verb noun prep noun punc,8
84,Cairo,انا عايز تذكرتين علشان حفلى ال كاتس، الخميس ده.,انا عايز تذكرتين علشان حفلى ال كاتس ، الخميس ده .,pron adj noun prep noun part noun_prop punc noun pron_dem punc,11
86,Cairo,فين القهوة؟,فين القهوة ؟,adv_interrog noun punc,3
87,Cairo,عايز بلوفر اطفال.,عايز بلوفر اطفال .,adj noun noun punc,4
89,Cairo,اسمك تاني لو سمحت؟,اسمك تاني لو سمحت ؟,noun adj conj_sub verb punc,5
90,Cairo,استاذ براون موجود؟,استاذ براون موجود ؟,noun noun_prop adj punc,4
91,Cairo,اوكيه . ده بيكلف خمسه و تمانين سنت للبريد العادي أو زيادة تلات دولارات بالظبط للبريد المخصوص.,اوكيه . ده بيكلف خمسه و تمانين سنت للبريد العادي أو زيادة تلات دولارات بالظبط للبريد المخصوص .,noun punc pron verb noun_num conj noun_num noun noun adj conj noun noun_num noun adv noun adj punc,18
92,Cairo,ممكن أأجر مركب ليوم؟,ممكن أأجر مركب ليوم ؟,adj verb noun noun punc,5
93,Cairo,ممكن أحجز في أى شباك؟,ممكن أحجز في أى شباك ؟,adj verb prep adv_interrog noun punc,6
94,Cairo,أيه ده؟,أيه ده ؟,part_interrog pron_dem punc,3
96,Cairo,ممكن تقوللي ازاي أروح الاوبرا؟,ممكن تقوللي ازاي أروح الاوبرا ؟,adj verb part_interrog verb noun_prop punc,6
97,Cairo,انت ماكنتش سكران شويه الليله اللي فاتت، حبيبي؟,انت ماكنتش سكران شويه الليله اللي فاتت ، حبيبي ؟,pron verb adj noun noun pron_rel verb punc noun punc,10
98,Cairo,لو سمحت خليك ورا تعليمات الموظفين بتوعنا .,لو سمحت خليك ورا تعليمات الموظفين بتوعنا .,conj_sub verb verb adv noun noun noun punc,8
100,Cairo,فيه هايبر ماركت قريب من هنا؟,فيه هايبر ماركت قريب من هنا ؟,part noun noun adj prep adv punc,7
102,Cairo,فول، لو سمحت.,فول ، لو سمحت .,verb punc conj_sub verb punc,5
103,Cairo,فيه اى اوضه ارخص؟,فيه اى اوضه ارخص ؟,part adj noun adj_comp punc,5
104,Cairo,انا بأفضل العربيات الاوتوماتيك .,انا بأفضل العربيات الاوتوماتيك .,pron verb noun adj punc,5
105,Cairo,انا حأفضل في سكن جامعه هارفارد.,انا حأفضل في سكن جامعه هارفارد .,pron verb prep noun noun noun_prop punc,7
106,Cairo,كام السعر النهاردة؟,كام السعر النهاردة ؟,adv_interrog noun noun punc,4
108,Cairo,انا تعبان علطول من التنفس .,انا تعبان علطول من التنفس .,pron adv adj prep noun punc,6
109,Cairo,عندي حوالي تلات تلاف دولار.,عندي حوالي تلات تلاف دولار .,prep noun_quant noun_num noun_num noun punc,6
111,Cairo,حاضر يا أستاذ . ده بييجي أما مع بطاطس محمرة أو رز بيلاف . حضرتك تحب ايه؟,حاضر يا أستاذ . ده بييجي أما مع بطاطس محمرة أو رز بيلاف . حضرتك تحب ايه ؟,interj part_voc noun punc pron_dem verb conj prep noun adj conj noun noun punc noun verb pron_interrog punc,18
112,Cairo,ازاى أوصل للمكان ده؟,ازاى أوصل للمكان ده ؟,adv_interrog verb noun pron_dem punc,5
113,Cairo,ايه نوع القصه ديه؟,ايه نوع القصه ديه ؟,pron_interrog noun noun pron_dem punc,5
115,Cairo,تلات مرات .,تلات مرات .,noun_num noun punc,3
116,Cairo,أى شباك بيبيع الطوابع؟,أى شباك بيبيع الطوابع ؟,adv_interrog noun verb noun punc,5
117,Cairo,بعد ما هاجمني، هرب في عربية صندوق بيضا.,بعد ما هاجمني ، هرب في عربية صندوق بيضا .,noun conj_sub verb punc verb prep noun noun adj punc,10
119,Cairo,أوكي . من فضلك خلي معاك البطاقة ديه و قدمها لما تيجي تستلمه .,أوكي . من فضلك خلي معاك البطاقة ديه و قدمها لما تيجي تستلمه .,interj punc prep noun verb prep noun pron_dem conj verb conj_sub verb verb punc,14
120,Cairo,لو كنت مكانك كنت صدقت.,لو كنت مكانك كنت صدقت .,conj_sub verb noun verb verb punc,6
122,Cairo,ميتين دولار . كاش ولا كريديت كارد؟,ميتين دولار . كاش ولا كريديت كارد ؟,noun_num noun punc noun conj noun noun punc,8
125,Cairo,ياخد وقت اد ايه علشان نعدي البركة؟,ياخد وقت اد ايه علشان نعدي البركة ؟,verb noun adv_interrog pron_interrog prep verb noun punc,8
128,Cairo,مفروض اننا أبطل اكل معين و انا بأخد الدوا ده؟,مفروض اننا أبطل اكل معين و انا بأخد الدوا ده ؟,adj conj verb noun adj conj pron verb noun pron_dem punc,11
129,Cairo,حالاقي مشاكل مع الجمارك؟,حالاقي مشاكل مع الجمارك ؟,verb noun prep noun punc,5
130,Cairo,عندك جزم رسمي واسعه من قدام؟,عندك جزم رسمي واسعه من قدام ؟,prep noun adj adj prep noun punc,7
131,Cairo,ممكن شويه نبيت أحمر؟,ممكن شويه نبيت أحمر ؟,adj noun noun adj punc,5
133,Cairo,قول لي لما نوصل المتحف .,قول لي لما نوصل المتحف .,verb prep conj_sub verb noun punc,6
134,Cairo,الاتوبيس ده بيروح فندق شيراتون؟,الاتوبيس ده بيروح فندق شيراتون ؟,noun pron_dem verb noun noun_prop punc,6
135,Cairo,معناه ايه؟,معناه ايه ؟,noun pron_interrog punc,3
136,Cairo,الدنيا حر شويه. ممكن افتح الشباك؟,الدنيا حر شويه . ممكن افتح الشباك ؟,noun adj noun punc adj verb noun punc,8
138,Cairo,كفاياني اخد دش .,كفاياني اخد دش .,noun verb noun punc,4
139,Cairo,عينيا حمرا بلون الدم .,عينيا حمرا بلون الدم .,noun adj noun noun punc,5
140,Cairo,لأ . ممكن انصح اوضة بسريرين يقعد فيها واحد بس؟ احنا عندنا واحده .,لأ . ممكن انصح اوضة بسريرين يقعد فيها واحد بس ؟ احنا عندنا واحده .,part_neg punc adj verb noun noun verb prep noun adv punc pron prep adj punc,15
142,Cairo,ما اقدرش اضمن ده، بس حنحاول اد ما نقدر .,ما اقدرش اضمن ده ، بس حنحاول اد ما نقدر .,part_neg verb verb pron_dem punc conj verb adv pron_rel verb punc,11
143,Cairo,عاوز كيرلي جامد، لو سمحت.,عاوز كيرلي جامد ، لو سمحت .,adj noun adj punc conj_sub verb punc,7
144,Cairo,البحر متشاف صغير بعيد.,البحر متشاف صغير بعيد .,noun adj adj adj punc,5
145,Cairo,نفسها في بيرة.,نفسها في بيرة .,verb prep noun punc,4
146,Cairo,محتاج عملية .,محتاج عملية .,adj noun punc,3
147,Cairo,ممكن بيض كمان، من فضلك.,ممكن بيض كمان ، من فضلك .,adj noun noun punc prep noun punc,7
148,Cairo,فين محطة الاوتوبيس اللي رايح سنترال بارك؟,فين محطة الاوتوبيس اللي رايح سنترال بارك ؟,part_interrog noun noun pron_rel adj noun_prop noun_prop punc,8
149,Cairo,تاكسيات؟,تاكسيات ؟,noun punc,2
151,Cairo,اتفضل مفتاحك يا استاذ، أوضه سته و خمسين دور اتناشر.,اتفضل مفتاحك يا استاذ ، أوضه سته و خمسين دور اتناشر .,verb noun part_voc noun punc noun noun_num conj noun_num noun noun_num punc,12
153,Cairo,عاجبني البلوفر بتاعك.,عاجبني البلوفر بتاعك .,verb noun prep punc,4
154,Cairo,اتفضل.,اتفضل .,verb punc,2
155,Cairo,ادينا وصلنا . ده فندقك .,ادينا وصلنا . ده فندقك .,verb verb punc pron_dem noun punc,6
156,Cairo,امتى يبتدي ماتش السله؟,امتى يبتدي ماتش السله ؟,adv_interrog verb noun noun punc,5
157,Cairo,صباح الخير . عامل ايه؟,صباح الخير . عامل ايه ؟,noun noun punc verb adv_interrog punc,6
158,Cairo,متأسف بس محتاج أشوف أى مستند اثبات شخصية .,متأسف بس محتاج أشوف أى مستند اثبات شخصية .,adj adv adj verb noun_quant noun noun noun punc,9
159,Cairo,ايه كان انطباعك؟,ايه كان انطباعك ؟,pron_interrog verb_pseudo noun punc,4
160,Cairo,أكيد . تحب قهوتك مع العشا او بعدين؟,أكيد . تحب قهوتك مع العشا او بعدين ؟,adv punc verb noun prep noun conj noun punc,9
161,Cairo,طيارتي الساعه اتناشر لطوكيو.,طيارتي الساعه اتناشر لطوكيو .,noun noun noun_num noun_prop punc,5
162,Cairo,من فضلك عايز اعمل مكالمة خارجية.,من فضلك عايز اعمل مكالمة خارجية .,prep noun adj verb noun adj punc,7
0,Doha,موجود في نهاية الممر، بجيب لك شوي الحين. اذا احتجت شي ثاني خبرني.,موجود في نهاية الممر ، بجيب لك شوي الحين . اذا احتجت شي ثاني خبرني .,adj prep noun noun punc verb prep noun adv punc conj_sub verb noun adj_num verb punc,16
2,Doha,تسوي تعديلات؟,تسوي تعديلات ؟,verb noun punc,3
4,Doha,بغينا طاولة يم الدريشة.,بغينا طاولة يم الدريشة .,verb noun noun noun punc,5
5,Doha,هو ذاك الصوب، بالضبط جدام استعلامات السياح بالضبط.,هو ذاك الصوب ، بالضبط جدام استعلامات السياح بالضبط .,pron pron_dem noun punc adv prep noun noun adv punc,10
9,Doha,ما قط سمعت بهالعنوان في هالمنطقة من قبل.,ما قط سمعت بهالعنوان في هالمنطقة من قبل .,part_neg adv verb noun prep noun prep noun punc,9
11,Doha,امش سيده لين تشوف صيدلية.,امش سيده لين تشوف صيدلية .,verb adv conj_sub verb noun punc,6
12,Doha,شنو اللون اللي هابين فيه هالفترة؟,شنو اللون اللي هابين فيه هالفترة ؟,pron_interrog noun pron_rel adj prep noun punc,7
14,Doha,في حالتي انا دايماً حق شغل، نادراً حق استانس.,في حالتي انا دايماً حق شغل ، نادراً حق استانس .,prep noun pron adv noun noun punc adv noun noun punc,11
15,Doha,بقعد يومين.,بقعد يومين .,verb noun punc,3
16,Doha,بغيت كيرلي ضيق.,بغيت كيرلي ضيق .,verb noun adj punc,4
17,Doha,بغيت احجز غرفتين مزدوجتين.,بغيت احجز غرفتين مزدوجتين .,verb verb noun adj punc,5
18,Doha,ما أبغيه منزوع.,ما أبغيه منزوع .,part_neg verb adj punc,4
19,Doha,يوقف هالباص في شارع ستونر؟,يوقف هالباص في شارع ستونر ؟,verb noun prep noun noun_prop punc,6
24,Doha,افتح حلجك قد ما تقدر.,افتح حلجك قد ما تقدر .,verb noun part_verb pron_rel verb punc,6
26,Doha,بكم الريوق؟,بكم الريوق ؟,adv_interrog noun punc,3
27,Doha,شلون اقدر اساعدك؟,شلون اقدر اساعدك ؟,adv_interrog verb verb punc,4
29,Doha,خل ناخذ شي ناكله.,خل ناخذ شي ناكله .,verb verb noun verb punc,5
30,Doha,خذ ثالث لفة يسار.,خذ ثالث لفة يسار .,verb adj_num noun noun punc,5
31,Doha,ممكن تنظف هالثياب؟,ممكن تنظف هالثياب ؟,adj verb noun punc,4
37,Doha,عطيتك رقم تلفونه وعنوانه.,عطيتك رقم تلفونه وعنوانه .,verb noun noun noun punc,5
38,Doha,دفعت مصاريف الوجبات والفندق مقدم.,دفعت مصاريف الوجبات والفندق مقدم .,verb noun noun noun adv punc,6
40,Doha,قاعد ادور مطعم مشويات زين وهادي. ممكن تأشر عليهم في الخريطة؟,قاعد ادور مطعم مشويات زين وهادي . ممكن تأشر عليهم في الخريطة ؟,part_verb verb noun noun adj adj punc adj verb prep prep noun punc,13
42,Doha,اذا كسرته تشتريه.,اذا كسرته تشتريه .,conj_sub verb verb punc,4
46,Doha,بقول لها تكلمك اول ما ترجع.,بقول لها تكلمك اول ما ترجع .,verb prep verb adj_num conj_sub verb punc,7
50,Doha,بغيت سكر وكريمة في القهوة؟,بغيت سكر وكريمة في القهوة ؟,verb noun noun prep noun punc,6
51,Doha,هي متعورة واجد.,هي متعورة واجد .,pron noun adj punc,4
52,Doha,بغيت ولاعة.,بغيت ولاعة .,verb noun punc,3
53,Doha,في تجهيزات للمؤتمرات في هالفندق؟,في تجهيزات للمؤتمرات في هالفندق ؟,prep noun noun prep noun punc,6
56,Doha,معليه ناكل وجبة خفيفة؟,معليه ناكل وجبة خفيفة ؟,interj verb noun adj punc,5
57,Doha,انا اتصل من المطار، بكون عندك على الساعة اربع.,انا اتصل من المطار ، بكون عندك على الساعة اربع .,pron verb prep noun punc verb prep prep noun noun_num punc,11
62,Doha,وين اقدر احول لشيكاغو؟,وين اقدر احول لشيكاغو ؟,adv_interrog verb verb noun_prop punc,5
63,Doha,كم يكلف ارسال رسالة مسجلة لفرنسا؟,كم يكلف ارسال رسالة مسجلة لفرنسا ؟,adv_interrog verb noun noun adj noun_prop punc,7
64,Doha,ممكن تصرف لي قيمة جيكي بو ميتين دولار كاش؟,ممكن تصرف لي قيمة جيكي بو ميتين دولار كاش ؟,adj verb prep noun noun prep noun_num noun noun punc,10
68,Doha,وايد فرق لما تسوق على الجهة اليمين.,وايد فرق لما تسوق على الجهة اليمين .,adj noun conj_sub verb prep noun noun punc,8
69,Doha,الممثل واجد عجيب.,الممثل واجد عجيب .,noun adj adj punc,4
72,Doha,وين قسم الكتب الواقعية؟,وين قسم الكتب الواقعية ؟,adv_interrog noun noun adj punc,5
74,Doha,اذا المفروض يصير، اتصل فيني.,اذا المفروض يصير ، اتصل فيني .,conj_sub noun verb punc verb prep punc,7
78,Doha,ممكن تغير كرسيي؟,ممكن تغير كرسيي ؟,adj verb noun punc,4
79,Doha,في ضمان؟,في ضمان ؟,prep noun punc,3
83,Doha,مسامحة، بحط بالي على الكلب.,مسامحة ، بحط بالي على الكلب .,noun punc verb noun prep noun punc,7
84,Doha,"بغيت تذكرتين حق ""كاتس"" هالخميس.","بغيت تذكرتين حق "" كاتس "" هالخميس .",verb noun prep punc noun_prop punc noun_num punc,8
86,Doha,وين الكوفي شوب؟,وين الكوفي شوب ؟,adv_interrog noun noun punc,4
87,Doha,بغيت فانلة يهال.,بغيت فانلة يهال .,verb noun noun punc,4
89,Doha,شسمك مرة ثانية؟,شسمك مرة ثانية ؟,noun noun adj punc,4
90,Doha,سيد براون موجود؟,سيد براون موجود ؟,noun noun_prop adj punc,4
91,Doha,اوكي. يكلف خمسة وثمانين سنت بالبريد العادي وثلاث دولارات بالضبط زيادة حق التسليم الخاص.,اوكي . يكلف خمسة وثمانين سنت بالبريد العادي وثلاث دولارات بالضبط زيادة حق التسليم الخاص .,noun punc verb noun_num noun_num noun noun adj noun_num noun adv noun prep noun adj punc,16
92,Doha,ممكن أأجر طراد حق يوم واحد؟,ممكن أأجر طراد حق يوم واحد ؟,adj verb noun prep noun noun_num punc,7
93,Doha,في أي كشك يصير احجز؟,في أي كشك يصير احجز ؟,prep pron_interrog noun verb verb punc,6
94,Doha,شنو ذي؟,شنو ذي ؟,part_interrog pron_dem punc,3
